"360000","B003WLZVLW","A27QWSAXIABQUP","Michele Whiteaker ""Minoutte""","1","1","5","1324857600","Gluten-free flour","That is just a very good flour specially for my Gluten-free goodies.The customers loved the taste of this.Thank you for carrying this Amazon, because it is not easy to find this in my state.Michele Whiteaker"
"360001","B003VY9ICI","ARVLM8440KQ1S","MajorDudette","0","0","4","1339027200","I like it but it's inconsistent.","I've ordered about three boxes of a dozen cans of this from Amazon by now. Each batch has been different. One batch was part liquidy, part solid. The next batch was almost completely solid, and this latest batch is all milky liquid.I can use them no matter what the consistency, but it would be nice if Thai Kitchen had better quality control. I liked the solid batch because I could make a wicked alternative to chocolate mousse with it. You can't do that with the part-liquid or all-liquid consistency coconut milk. But mostly I use it in smoothies and in curries, so no big deal. I like to buy coconut milk in bulk so I'll continue to order this."
"360002","B0002IPXE8","A25PAVKQ01PQG7","Paul Matarese ""Paul M.""","0","0","4","1323475200","Tasty Fettuccini","This is an excellent product. A very flavorable spinach basil garlic fettuccini. I believe it is a bit over priced but you only get what you pay for. If your into a more healthy and still tasty pasta you may wish to give this a try. I served aldenti with virgin olive oil and italian seasonings."
"360003","B001SAX5CQ","A3AXBHVQMODL2C","Antonia M, PhD ""The Inner Power Doctor""","5","5","4","1289088000","Scallops, No. Chicken Nuggets, Yes","I'm not sure why they call these Skallops. There is nothing about them that is even vaguely reminiscent of scallops. But they can easily pass for chicken nuggets in both texture and taste. Maybe this product has been around since before there was such a thing as a chicken nugget. Get yourself some dipping sauce and you've got a winner on your hands."
"360004","B001SAX5CQ","AUI3M61X42LXJ","Thomas C. Maloney ""Moman""","4","4","4","1262736000","Great product, but pricey","I really like the Worthington Skallops.  They are high in protein and fiber, low in fat and carbs.  Great for weight loss and a healthy meat substitute.  I think they are on the expensive side, however.  I still buy them, as a treat or when I have extra cash in the food budget."
"360005","B001SAX5CQ","A34ZF1UT08FYFR","Blue Hen ""John""","2","2","5","1337990400","Tasty!","I agree with previous review - these don't resemble scallops in any way, but they are very good. I don't understand why they are so hard to find.Recipe suggestion: cook ramen noodles, throw in a handful of chopped skallops when the noodles are almost cooked (just long enough to heat them up), drain most of the water then add the spice packet.  Not very classy but good and quick."
"360006","B001SAX5CQ","AN83CYKOL46ZI","David Andora","1","1","3","1312934400","not terrible, but a bit on the rubbery side","I've had a great many types of vegetarian meat alternatives from all over the world. Though these have soy  protein as well, they still have a bit of that rubbery texture/mouth feel that seitan ""wheat meat"" has. The price is for a very large can with quite a bit of product, so I thought that it was competitively priced with other similar products. I emptied the can and froze it for using what I need at a time, which has worked out well. It thaws perfectly. I don't think I will order again unless I need a shelf stable hydrated product. There are better tasting/textured options, including any of the Quorn chick'n tenders available with frozen foods."
"360007","B001SAX5CQ","APYBAOQNGNRQY","biggiencr","3","4","3","1288828800","pricey","I love this product however, the price is extremely too much.  will not buy at that price."
"360008","B001SAX5CQ","A186JYZ91Z5LTM","Maria Camacho","0","0","5","1349913600","I love these","These skallops are so versatile.  I do a three dip batter and deep fry them, the family loves them.  You also can't beat the wonderful price.  I have a subscription so I never run out."
"360009","B001SAX5CQ","A1GXWP0R5305DW","Sidaj","0","0","5","1345939200","Great","Didn't expect anything like scallops but was pleasantly surprised by the firm texture and rich flavor. I wish I could find these in stores around me (South Florida, California), will try the other Worthington/Loma Linda products in the future."
"360010","B001SAX5CQ","A1MWMCCHBFQKNL","J. Nations ""aviarian""","0","0","5","1318723200","Delicious, But Cost-Prohibitive Here","This is a favorite with my family, especially battered and skillet-fried.  They are delicious and very satisfying, even to meat-eaters.  However, I can get this same huge can for less than half the total price with shipping charged on Amazon at Fiesta Mart in the Austin area.  Go to the Worthington site to see if anyone near you stocks it.  Also, talk to a manager at your favorite store to see if they can get it.  I would love to see this wonderful product readily available everywhere."
"360011","B001SAX5CQ","A23HRTD9I9K90Z","Victor B. Schneider ""Linux Sharpie""","0","1","4","1347580800","Silly people at Kellogg","Kellogg has a habit of putting objectionable ingredients into things it produces, especially when they have a kosher or vegetarian designation like Worthington and Loma Linda, both Kellogg products. In this case the packing broth has two interesting chemicals that I dare not name, so I emptied the broth down the drain and repeatedly filled the can with water to dilute the stuff. So, with luck, the concentration of broth ingredients has been reduced maybe tenfold. Ah yes, the ""skallops"" could be called Worthington ""white meat"", and they taste good with ketchup on pita bread from the Parthenon Amazon storefront.So, the question is whether Kellogg does these things as a cheaper alternative to having their own testing program for these chemicals. I mean, is it cheaper to sell this stuff as ""food"" to minority clients and deal with potential lawsuits than to run an FDA-approved testing program? Inquiring minds want to know."
"360012","B000X4ZSRS","ACVU7W6LV4T69","Lilian P. Watt ""Lily""","2","2","5","1278633600","Mmmmm...","My favorite chocolate and strawberry yogurt confection so far. I work at a german deli, and have tried the Milka Strawberry Yogurt, as well as Jogurette, and this is the best. The perfect balance of sweet strawberry and tart yogurt. It has real bits of strawberry and crispy rice bits that give it a little crunch. It is rather refreshing.I ordered this in late spring and  I was a little worried about the chocolate melting, after reading the other review. It was still raining and cold here, so I chose not to expedite, but it arrived in perfect condition. Chocolate starts melting at 72 degrees, so keep that in mind when ordering. If it is hotter than that, either pay extra for the expedited delivery, or wait until it cools down to order."
"360013","B000X4ZSRS","A1LF5IEF6SYA8Z","C. R.","4","6","4","1227225600","Excellent all around","To the other dude: don't rate a product negatively because the seller's customer service sucks.About Ritter Sport Erdbeer JoghurtRitter Sport's excellent quality chocolate combined with sweet strawberry joghurt creme filling. Amazing stuff, as usual.Remember, the way you open any Ritter Sport is to break it in the middle. If you do it right the package will open properly in the middle of the back of the package. Enjoy!"
"360014","B000X4ZSRS","A2G9M92C9FBUEP","Grasshopper","0","0","5","1303257600","Very, very sweet, but also very good","This is good stuff, but it is very sweet and very rich.Sweet, soft, smooth chocolate surrounds thick, creamy strawberry filling with a flavor similar to really good strawberry ice cream.The filling also contains little bits of crisp rice and tangy dried strawberries, adding a subtle texture.The 3.5 oz. bar is made to be broken into 18 smaller squares, each of which contains approximately 70 calories.  This stuff is so good that it is easy to overdo it, but a tasty treat if you have the self-control not to snarf it all down at once and make yourself ill!"
"360015","B000X4ZSRS","A1XA078YZRA3DU","Pastel Dulce","5","17","2","1218758400","Terrible Customer Service","I ordered this item and several other choclate items from Euro Food Mart and was sorely disappointed in the products I received.  They arrived melted.  I didn't realize that I needed to have them shipped EXPEDITED.  I mistakenly assumed that by paying $12 for shipping, the items would arrive with some kind of coolant.  Previous to placing the order I clicked on the Shipping link for detail, and perused the chart that appeared.  I failed to scroll down and see the information stating that in order to assure the use of ice gels, orders needed to be Expedited.  So, on a $26 order, I would pay an additional $30+ for Expedited delivery.  When I initially received my melted chocolates, I contacted Euro Food Mart and received a very rude and curt reply from Cris in Customer Service informing me that during the checkout process I was offered shipping with ice gels, but I chose to decline it.  Sadly, the melted chocolates did not fair any better after being refrigerated.  They cracked easily and no filling was discernable.  Admittedly, it was my mistake not to notice the note on Expedited shipping, however, the response from Euro Food Mart's Customer Service lacked objectivity.  My rating reflects my entire experience....quality of shipped product and customer service experience."
"360016","B003Y3F5R8","A2KIVODZRTGY4U","Gwendolyn Dawson ""Literary License""","5","5","5","1305590400","A nice step up from plain rice cereal","Our nine-month-old daughter is ready for a more substantial breakfast than plain cereals.  We want her to get the nutrients and vitamins she needs (especially iron), so plain fruit or vegetables aren't enough.  This blend of fruit and grains (and, in some cases, yogurt) provides everything she needs for a good breakfast and keeps her full for several hours.  Plus, the flavors are not overly sweet.  One note:  at least two of these flavors include yogurt.  Some babies younger than 1-year may have a reaction to yogurt and other dairy foods, so just watch out for that."
"360017","B003Y3F5R8","A1RBS1HGBR2754","KimMunson","2","2","3","1326585600","Buyer Beware - Jars break in transit!","My daughter loves Earth's Best food items but after two broken shipments from Amazon, I decided to buy from the grocery store.  I sent an email to Amazon but my issue was never resolved."
"360018","B003Y3F5R8","A31S19O6U15C3C","Vian","2","2","3","1320278400","Pricey...","My son loves all the food by earths best but would like to mention that it's way cheaper buying in store than amazon. Amazon charges 2 - 3$ more than stores."
