"150000","B003M60K54","A31DR1VFHJ778P","Ashley Fishman ""-Ashley Fishman""","0","0","5","1298246400","Blotto cries for it!","My cat has gingivitis, and he's only 2. My vet prescribed fancy expensive food that you can only get from a vet. I did some research, and this stuff is made by the same company, with a nearly identical ingredients list. While i was mixing in his old food with this stuff to acclimate him, he'd pick out the new food until he ate it all, leaving behind his purina!As far as helping his gingivitis, it's helped a little. The plaque has gone down considerably, but the gumline is still reddish. He really loves this stuff, so I'll probably buy this again."
"150001","B003M60K54","A36YQ0J0T76003","Rebekah Conley","0","0","5","1295654400","My kitty LOVES it.","The story goes that I adopted a cat from an agency last summer. Having always grown up with dogs and not cats, I went ahead and wandered down to my Target to get a bag of Friskies. About a week later, my kitty (named Sugar) starting vomiting. Confused, I assumed it was the wet food we were feeding her in the morning. So we changed it. Then we changed it again. No results. I took her to the vet and asked. He checked her out and said likely the problem was having a sensitive stomach and he recommended Science Diet. Bam. My cat does great now. She's lost a little bit of weight so she's the right size now. She doesn't vomit anymore. This food works and it works well. I read the negative review here and I would say the problem was unique to the cat. My cat loves it and is doing brilliantly now."
"150002","B003M60K54","A2VUD4SPJO4V33","Theo","0","0","1","1285891200","The worst snap-lock reseal ever made?","I feed Hills Science diet to my pet because I love him and the vet tells me I should. But in all honesty, this product has what is quite certainly the worst snap-lock reseal that I have ever encountered. It is painfully difficult to get it to close properly; and even when it is resealed as best it can be there are still gaps on the side that allow air in to oxidize the product.Packaging IS important. It is no better for your pet to live on stale, oxidized food than it would be for you. Oxidized fats are also called rancid. If you imagine how healthy a rancid diet is for a human... well, you get the idea. This is about more than just inconvenience.I am posting this review for all the Hills Science diet products with this kind of packaging. If you have had the same experience as me with this product, please take the time to let this company know about it.I love my animal. I want to keep feeding him what the vet tells me is good for him. But this quite literally the worst reseal that I have ever had the misfortune to encounter.Theo."
"150003","B003M60K54","A3TVZM3ZIXG8YW","christopher hayes","2","4","1","1291420800","Filler food is empty, leaves your cat always needing more","This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes.I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry.My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice.I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really.For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours.We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad.A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is.So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible.I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food.Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage."
"150004","B003M60K54","A7X2DLAWW016X","Caitlin M. Stunich ""Cat Haven""","7","12","1","1203724800","Look at the Ingredient List","This food is not a good food and is not worth the money.  It contains by products and lots of corn.  It will make your cats fat and lazy.  My friend's cat was vomiting and had been to every vet and had every test but when she switched the food to Innova Evo, the cat stopped vomiting.  Do not buy this food because for the same price you can buy Evo which is grain free and made with table-grade meat. SCIENCE DIET IS GARBAGE!"
"150005","B003M60K54","A3B2KMJ5J2G7NG","Anderielle","0","1","1","1319587200","Worst Junk Food Ever","I have two cats and have always been feeding them this food,one is 5 and the other 9 years old and they are both 15 pounds.So they are fat and I could never figure out why,since they only got to share on cup between each other all day.So about two weeks ago I did some research on this food and my eyes were opened.I feel horrible that I fed them this junk food and I thought I was giving them the Best out there,since my Vet gave it to me and said it was great for them.So anyways my male cat is now on Wellness Indoor dry and expensive wet food like Blue Buffalo,Wellness and Merrick.He loves it and I had no problem switching him over and I already notice the difference in his energy level.But my biggest issue is my female cat,she will not touch any other food than her Science junk food.I tried mixing it with the new food,starting at 75% old to 25% new,nothing she wouldn't touch it.So I tried 90% to 10%,still nothing.She cried and wined and didn't eat one morsel in four days and was just laying in one spot all day having even less energy than before.So I called my new Vet and she said now it is getting dangerous because she wouldn't eat at all.I had to give her her old junk food back,because I did not want her to die.I have no idea what to do,she is so addicted to this food and I can't get her of it.She hates wet food with a passion.I am worried about Diabetes if she will get any bigger.So I am really sad that nothing seems to work with her.I made her a junk food addict,it's my fault.I wish I never started her on this food at all."
"150006","B003M60K54","A2501MPOL467D6","kateness","0","1","2","1305763200","Terrible ingredients but my cat did eat it.","Check the first 4 ingredients: Brewers Rice, Chicken By-Product Meal, Corn Gluten Meal, Powdered Cellulose. Rice is ok but not as a first ingredient in a cat food; meat by-product is sketchy in general in a food this expensive; corn meal I have no great opinion of, but whatever; but the 4th ingredient - powdered cellulose - is sawdust. SAWDUST is not what I want to feed my cat, even to help her lose weight.No wonder this food feels so ""light"" physically.  The color is lighter, and it is less dense than normal food because it's truly just fillers.I give it a second extra star because my cat would willingly eat this food and didn't seem to mind a whole lot, but I switched her (50/50 at first) to Blue Buffalo, which has real food ingredients and which she actually does prefer."
"150007","B003M60K54","A1G34E8KZ8VQJO","Beverly McCarty","0","1","5","1274832000","My Kitty Seems To Love It","I don't know how I could say whether or not the cat food is tasty, but my kitty seems to like it.  My vet recommends this particular brand of food, so that's good enough for me."
"150008","B003M60K54","A3IE3TQ79W0YOR","Ryan Johnson","8","14","1","1280793600","Please avoid!!","Please do your research on pet foods and what is actually good for your cats.  Hills science diet is a horrible food filled with horrible ingredients.  They charge an outrageous price because it's the #1 vet recommended food.  This is a joke and the only reason why it's rated #1 buy vets is because Hills gives money to soon to be vets to help them go through school.  Then they sell the cat food to them cheap so they can jack up the price and make a nice profit off of your marketing foolishness.  Read the back of the labels of Hills brand and you will see that most of the top ingredients are grains or cheap meat by products which are the feathers, bones, unwanted organs from animals, basically all of the stuff we wouldn't eat.  Please try another brand like orijen or evo.  your cat will thank you."
"150009","B003M60K54","ANZFXLN68V2XK","TK","1","3","5","1289347200","Excellent cat food","My cat loves the taste of this food and is very healthy after eating this for years. She has a very healthy coat because she also gets at least 1 can of wet food per day which provides protein and healthy fats.Bottom line: if you want a healthy pet, you should do a combination of dry and wet food.The critics have unrealistic nutritional expectations if they are only feeding their animal dry food."
